"AGE","GEO","UNIT","TIME","SEX","Value","Flag and Footnotes"
"From 15 to 29 years","Zagrebacka zupanija","Number","2011","Total","58,905",""
"From 15 to 29 years","Zagrebacka zupanija","Number","2011","Males","29,829",""
"From 15 to 29 years","Zagrebacka zupanija","Number","2011","Females","29,076",""
"From 15 to 29 years","Krapinsko-zagorska zupanija","Number","2011","Total","25,020",""
"From 15 to 29 years","Krapinsko-zagorska zupanija","Number","2011","Males","12,886",""
"From 15 to 29 years","Krapinsko-zagorska zupanija","Number","2011","Females","12,134",""
"From 15 to 29 years","Varazdinska zupanija","Number","2011","Total","33,432",""
"From 15 to 29 years","Varazdinska zupanija","Number","2011","Males","17,314",""
"From 15 to 29 years","Varazdinska zupanija","Number","2011","Females","16,118",""
"From 15 to 29 years","Koprivnicko-krizevacka zupanija","Number","2011","Total","21,399",""
"From 15 to 29 years","Koprivnicko-krizevacka zupanija","Number","2011","Males","11,001",""
"From 15 to 29 years","Koprivnicko-krizevacka zupanija","Number","2011","Females","10,398",""
"From 15 to 29 years","Medimurska zupanija","Number","2011","Total","22,273",""
"From 15 to 29 years","Medimurska zupanija","Number","2011","Males","11,536",""
"From 15 to 29 years","Medimurska zupanija","Number","2011","Females","10,737",""
"From 15 to 29 years","Bjelovarsko-bilogorska zupanija","Number","2011","Total","22,269",""
"From 15 to 29 years","Bjelovarsko-bilogorska zupanija","Number","2011","Males","11,681",""
"From 15 to 29 years","Bjelovarsko-bilogorska zupanija","Number","2011","Females","10,588",""
"From 15 to 29 years","Viroviticko-podravska zupanija","Number","2011","Total","16,379",""
"From 15 to 29 years","Viroviticko-podravska zupanija","Number","2011","Males","8,431",""
"From 15 to 29 years","Viroviticko-podravska zupanija","Number","2011","Females","7,948",""
"From 15 to 29 years","Pozesko-slavonska zupanija","Number","2011","Total","15,440",""
"From 15 to 29 years","Pozesko-slavonska zupanija","Number","2011","Males","7,942",""
"From 15 to 29 years","Pozesko-slavonska zupanija","Number","2011","Females","7,498",""
"From 15 to 29 years","Brodsko-posavska zupanija","Number","2011","Total","31,487",""
"From 15 to 29 years","Brodsko-posavska zupanija","Number","2011","Males","16,362",""
"From 15 to 29 years","Brodsko-posavska zupanija","Number","2011","Females","15,125",""
"From 15 to 29 years","Osjecko-baranjska zupanija","Number","2011","Total","59,471",""
"From 15 to 29 years","Osjecko-baranjska zupanija","Number","2011","Males","30,667",""
"From 15 to 29 years","Osjecko-baranjska zupanija","Number","2011","Females","28,804",""
"From 15 to 29 years","Vukovarsko-srijemska zupanija","Number","2011","Total","34,855",""
"From 15 to 29 years","Vukovarsko-srijemska zupanija","Number","2011","Males","17,949",""
"From 15 to 29 years","Vukovarsko-srijemska zupanija","Number","2011","Females","16,906",""
"From 15 to 29 years","Karlovacka zupanija","Number","2011","Total","21,845",""
"From 15 to 29 years","Karlovacka zupanija","Number","2011","Males","11,228",""
"From 15 to 29 years","Karlovacka zupanija","Number","2011","Females","10,617",""
"From 15 to 29 years","Sisacko-moslavacka zupanija","Number","2011","Total","30,476",""
"From 15 to 29 years","Sisacko-moslavacka zupanija","Number","2011","Males","15,847",""
"From 15 to 29 years","Sisacko-moslavacka zupanija","Number","2011","Females","14,629",""
"16 years","Croatia","Number","2011","Total","48,720",""
"16 years","Croatia","Number","2011","Males","24,634",""
"16 years","Croatia","Number","2011","Females","24,086",""
"16 years","Hrvatska","Number","2011","Total","48,720",""
"16 years","Hrvatska","Number","2011","Males","24,634",""
"16 years","Hrvatska","Number","2011","Females","24,086",""
"16 years","Jadranska Hrvatska","Number","2011","Total","15,586",""
"16 years","Jadranska Hrvatska","Number","2011","Males","7,839",""
"16 years","Jadranska Hrvatska","Number","2011","Females","7,747",""
"16 years","Primorsko-goranska zupanija","Number","2011","Total","2,649",""
"16 years","Primorsko-goranska zupanija","Number","2011","Males","1,380",""
"16 years","Primorsko-goranska zupanija","Number","2011","Females","1,269",""
"16 years","Licko-senjska zupanija","Number","2011","Total","546",""
"16 years","Licko-senjska zupanija","Number","2011","Males","285",""
"16 years","Licko-senjska zupanija","Number","2011","Females","261",""
"16 years","Zadarska zupanija","Number","2011","Total","2,057",""
"16 years","Zadarska zupanija","Number","2011","Males","1,040",""
"16 years","Zadarska zupanija","Number","2011","Females","1,017",""
"16 years","Sibensko-kninska zupanija","Number","2011","Total","1,175",""
"16 years","Sibensko-kninska zupanija","Number","2011","Males","571",""
"16 years","Sibensko-kninska zupanija","Number","2011","Females","604",""
"16 years","Splitsko-dalmatinska zupanija","Number","2011","Total","5,655",""
"16 years","Splitsko-dalmatinska zupanija","Number","2011","Males","2,822",""
"16 years","Splitsko-dalmatinska zupanija","Number","2011","Females","2,833",""
"16 years","Istarska zupanija","Number","2011","Total","1,965",""
"16 years","Istarska zupanija","Number","2011","Males","972",""
"16 years","Istarska zupanija","Number","2011","Females","993",""
"16 years","Dubrovacko-neretvanska zupanija","Number","2011","Total","1,539",""
"16 years","Dubrovacko-neretvanska zupanija","Number","2011","Males","769",""
"16 years","Dubrovacko-neretvanska zupanija","Number","2011","Females","770",""
"16 years","Kontinentalna Hrvatska","Number","2011","Total","33,134",""
"16 years","Kontinentalna Hrvatska","Number","2011","Males","16,795",""
"16 years","Kontinentalna Hrvatska","Number","2011","Females","16,339",""
"16 years","Grad Zagreb","Number","2011","Total","8,047",""
"16 years","Grad Zagreb","Number","2011","Males","4,068",""
"16 years","Grad Zagreb","Number","2011","Females","3,979",""
"16 years","Zagrebacka zupanija","Number","2011","Total","3,608",""
"16 years","Zagrebacka zupanija","Number","2011","Males","1,826",""
"16 years","Zagrebacka zupanija","Number","2011","Females","1,782",""
"16 years","Krapinsko-zagorska zupanija","Number","2011","Total","1,528",""
"16 years","Krapinsko-zagorska zupanija","Number","2011","Males","773",""
"16 years","Krapinsko-zagorska zupanija","Number","2011","Females","755",""
"16 years","Varazdinska zupanija","Number","2011","Total","2,037",""
"16 years","Varazdinska zupanija","Number","2011","Males","1,024",""
"16 years","Varazdinska zupanija","Number","2011","Females","1,013",""
"16 years","Koprivnicko-krizevacka zupanija","Number","2011","Total","1,346",""
"16 years","Koprivnicko-krizevacka zupanija","Number","2011","Males","660",""
"16 years","Koprivnicko-krizevacka zupanija","Number","2011","Females","686",""
"16 years","Medimurska zupanija","Number","2011","Total","1,325",""
"16 years","Medimurska zupanija","Number","2011","Males","693",""
"16 years","Medimurska zupanija","Number","2011","Females","632",""
"16 years","Bjelovarsko-bilogorska zupanija","Number","2011","Total","1,524",""
"16 years","Bjelovarsko-bilogorska zupanija","Number","2011","Males","784",""
"16 years","Bjelovarsko-bilogorska zupanija","Number","2011","Females","740",""
"16 years","Viroviticko-podravska zupanija","Number","2011","Total","1,096",""
"16 years","Viroviticko-podravska zupanija","Number","2011","Males","528",""
"16 years","Viroviticko-podravska zupanija","Number","2011","Females","568",""
"16 years","Pozesko-slavonska zupanija","Number","2011","Total","1,045",""
"16 years","Pozesko-slavonska zupanija","Number","2011","Males","506",""
"16 years","Pozesko-slavonska zupanija","Number","2011","Females","539",""
"16 years","Brodsko-posavska zupanija","Number","2011","Total","2,169",""
"16 years","Brodsko-posavska zupanija","Number","2011","Males","1,097",""
"16 years","Brodsko-posavska zupanija","Number","2011","Females","1,072",""
"16 years","Osjecko-baranjska zupanija","Number","2011","Total","3,758",""
"16 years","Osjecko-baranjska zupanija","Number","2011","Males","1,940",""
"16 years","Osjecko-baranjska zupanija","Number","2011","Females","1,818",""
"16 years","Vukovarsko-srijemska zupanija","Number","2011","Total","2,453",""
"16 years","Vukovarsko-srijemska zupanija","Number","2011","Males","1,221",""
"16 years","Vukovarsko-srijemska zupanija","Number","2011","Females","1,232",""
"16 years","Karlovacka zupanija","Number","2011","Total","1,244",""
"16 years","Karlovacka zupanija","Number","2011","Males","653",""
"16 years","Karlovacka zupanija","Number","2011","Females","591",""
"16 years","Sisacko-moslavacka zupanija","Number","2011","Total","1,954",""
"16 years","Sisacko-moslavacka zupanija","Number","2011","Males","1,022",""
"16 years","Sisacko-moslavacka zupanija","Number","2011","Females","932",""
"17 years","Croatia","Number","2011","Total","47,485",""
"17 years","Croatia","Number","2011","Males","24,227",""
"17 years","Croatia","Number","2011","Females","23,258",""
"17 years","Hrvatska","Number","2011","Total","47,485",""
"17 years","Hrvatska","Number","2011","Males","24,227",""
"17 years","Hrvatska","Number","2011","Females","23,258",""
"17 years","Jadranska Hrvatska","Number","2011","Total","15,423",""
"17 years","Jadranska Hrvatska","Number","2011","Males","7,819",""
"17 years","Jadranska Hrvatska","Number","2011","Females","7,604",""
"17 years","Primorsko-goranska zupanija","Number","2011","Total","2,626",""
"17 years","Primorsko-goranska zupanija","Number","2011","Males","1,334",""
"17 years","Primorsko-goranska zupanija","Number","2011","Females","1,292",""
"17 years","Licko-senjska zupanija","Number","2011","Total","499",""
"17 years","Licko-senjska zupanija","Number","2011","Males","249",""
"17 years","Licko-senjska zupanija","Number","2011","Females","250",""
"17 years","Zadarska zupanija","Number","2011","Total","2,037",""
"17 years","Zadarska zupanija","Number","2011","Males","1,027",""
"17 years","Zadarska zupanija","Number","2011","Females","1,010",""
"17 years","Sibensko-kninska zupanija","Number","2011","Total","1,229",""
"17 years","Sibensko-kninska zupanija","Number","2011","Males","642",""
"17 years","Sibensko-kninska zupanija","Number","2011","Females","587",""
"17 years","Splitsko-dalmatinska zupanija","Number","2011","Total","5,566",""
"17 years","Splitsko-dalmatinska zupanija","Number","2011","Males","2,793",""
"17 years","Splitsko-dalmatinska zupanija","Number","2011","Females","2,773",""
"17 years","Istarska zupanija","Number","2011","Total","1,917",""
"17 years","Istarska zupanija","Number","2011","Males","990",""
"17 years","Istarska zupanija","Number","2011","Females","927",""
"17 years","Dubrovacko-neretvanska zupanija","Number","2011","Total","1,549",""
"17 years","Dubrovacko-neretvanska zupanija","Number","2011","Males","784",""
"17 years","Dubrovacko-neretvanska zupanija","Number","2011","Females","765",""
"17 years","Kontinentalna Hrvatska","Number","2011","Total","32,062",""
"17 years","Kontinentalna Hrvatska","Number","2011","Males","16,408",""
"17 years","Kontinentalna Hrvatska","Number","2011","Females","15,654",""
"17 years","Grad Zagreb","Number","2011","Total","7,760",""
"17 years","Grad Zagreb","Number","2011","Males","3,966",""
"17 years","Grad Zagreb","Number","2011","Females","3,794",""
"17 years","Zagrebacka zupanija","Number","2011","Total","3,458",""
"17 years","Zagrebacka zupanija","Number","2011","Males","1,765",""
"17 years","Zagrebacka zupanija","Number","2011","Females","1,693",""
"17 years","Krapinsko-zagorska zupanija","Number","2011","Total","1,496",""
"17 years","Krapinsko-zagorska zupanija","Number","2011","Males","761",""
"17 years","Krapinsko-zagorska zupanija","Number","2011","Females","735",""
"17 years","Varazdinska zupanija","Number","2011","Total","1,999",""
"17 years","Varazdinska zupanija","Number","2011","Males","1,003",""
"17 years","Varazdinska zupanija","Number","2011","Females","996",""
"17 years","Koprivnicko-krizevacka zupanija","Number","2011","Total","1,310",""
"17 years","Koprivnicko-krizevacka zupanija","Number","2011","Males","666",""
"17 years","Koprivnicko-krizevacka zupanija","Number","2011","Females","644",""
"17 years","Medimurska zupanija","Number","2011","Total","1,356",""
"17 years","Medimurska zupanija","Number","2011","Males","714",""
"17 years","Medimurska zupanija","Number","2011","Females","642",""
"17 years","Bjelovarsko-bilogorska zupanija","Number","2011","Total","1,449",""
"17 years","Bjelovarsko-bilogorska zupanija","Number","2011","Males","770",""
"17 years","Bjelovarsko-bilogorska zupanija","Number","2011","Females","679",""
"17 years","Viroviticko-podravska zupanija","Number","2011","Total","1,084",""
"17 years","Viroviticko-podravska zupanija","Number","2011","Males","534",""
"17 years","Viroviticko-podravska zupanija","Number","2011","Females","550",""
"17 years","Pozesko-slavonska zupanija","Number","2011","Total","1,062",""
"17 years","Pozesko-slavonska zupanija","Number","2011","Males","548",""
"17 years","Pozesko-slavonska zupanija","Number","2011","Females","514",""
"17 years","Brodsko-posavska zupanija","Number","2011","Total","2,195",""
"17 years","Brodsko-posavska zupanija","Number","2011","Males","1,106",""
"17 years","Brodsko-posavska zupanija","Number","2011","Females","1,089",""
"17 years","Osjecko-baranjska zupanija","Number","2011","Total","3,631",""
"17 years","Osjecko-baranjska zupanija","Number","2011","Males","1,888",""
"17 years","Osjecko-baranjska zupanija","Number","2011","Females","1,743",""
"17 years","Vukovarsko-srijemska zupanija","Number","2011","Total","2,272",""
"17 years","Vukovarsko-srijemska zupanija","Number","2011","Males","1,153",""
"17 years","Vukovarsko-srijemska zupanija","Number","2011","Females","1,119",""
"17 years","Karlovacka zupanija","Number","2011","Total","1,201",""
"17 years","Karlovacka zupanija","Number","2011","Males","609",""
"17 years","Karlovacka zupanija","Number","2011","Females","592",""
"17 years","Sisacko-moslavacka zupanija","Number","2011","Total","1,789",""
"17 years","Sisacko-moslavacka zupanija","Number","2011","Males","925",""
"17 years","Sisacko-moslavacka zupanija","Number","2011","Females","864",""
"18 years","Croatia","Number","2011","Total","47,960",""
"18 years","Croatia","Number","2011","Males","24,614",""
"18 years","Croatia","Number","2011","Females","23,346",""
"18 years","Hrvatska","Number","2011","Total","47,960",""
"18 years","Hrvatska","Number","2011","Males","24,614",""
"18 years","Hrvatska","Number","2011","Females","23,346",""
"18 years","Jadranska Hrvatska","Number","2011","Total","15,222",""
